method,rank,scenario_id,template_id,selection_reason,selected_build_id,session_id,mode,ego_collision,inconclusive,regression,execution_id,episode_cost,contributing_pattern_ids,new_pattern_id,target_observations_before_query,history_source_count,task_id,repeat
Random,11,4179801:fbrt_stop_hold_go:initial:20,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-0d4b187c6f024d2c9398e67d,0,[],,10,1,legacy_regression_seed4179801_merge_blind06,0
Random,12,4179801:fbrt_stop_hold_go:initial:6,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-09e3a2519338b4c56df8e3b3,0,[],,11,1,legacy_regression_seed4179801_merge_blind06,0
Random,13,4179801:fbrt_cutin:core_boundary:2,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,True,False,True,legacy-abcbf423287eaf6c358dfea4,0,[],,12,1,legacy_regression_seed4179801_merge_blind06,0
Random,14,4179801:fbrt_cutout_static:initial:20,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-5cdb6f6c8633780b3bf2d91e,0,[],,13,1,legacy_regression_seed4179801_merge_blind06,0
Random,15,4179801:fbrt_cutin:initial:30,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-c75aad846f9b0f2e41c4f5ab,0,[],,14,1,legacy_regression_seed4179801_merge_blind06,0
Random,16,4179801:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-58ccd0065d30116ca862380d,0,[],,15,1,legacy_regression_seed4179801_merge_blind06,0
Random,17,4179801:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-61df1dab37ecb965f59b1a1c,0,[],,16,1,legacy_regression_seed4179801_merge_blind06,0
Random,18,4179801:fbrt_cutout_static:initial:22,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-5cf80384582649d08ed3f645,0,[],,17,1,legacy_regression_seed4179801_merge_blind06,0
Random,19,4179801:fbrt_lead_emergency_brake:wide_initial:14,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,False,False,False,legacy-072fb60ae048a00989997ace,0,[],,18,1,legacy_regression_seed4179801_merge_blind06,0
Random,20,4179801:fbrt_cutout_static:initial:17,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:0,regression,True,False,True,legacy-9bdbd46c3167902c9b55487b,0,[],,19,1,legacy_regression_seed4179801_merge_blind06,0
Random,1,4179801:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-e2ae4888bef1faa01868cd13,0,[],,0,1,legacy_regression_seed4179801_merge_blind06,1
Random,2,4179801:fbrt_cutin:initial:28,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-244ff22e3148895adffdc349,0,[],,1,1,legacy_regression_seed4179801_merge_blind06,1
Random,3,4179801:fbrt_stop_hold_go:initial:24,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-2c7f39327938c355df6584f2,0,[],,2,1,legacy_regression_seed4179801_merge_blind06,1
Random,4,4179801:fbrt_cutout_static:initial:23,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,True,False,True,legacy-e7894e10b28f5d3bf4f243a6,0,[],,3,1,legacy_regression_seed4179801_merge_blind06,1
Random,5,4179801:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-eeeb50bc09224f375a53180f,0,[],,4,1,legacy_regression_seed4179801_merge_blind06,1
Random,6,4179801:fbrt_cutin:initial:13,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-bbb41f188fac65970b0ef185,0,[],,5,1,legacy_regression_seed4179801_merge_blind06,1
Random,7,4179801:fbrt_stop_hold_go:probe:3,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-072cf53e7f1893d460e1dd89,0,[],,6,1,legacy_regression_seed4179801_merge_blind06,1
Random,8,4179801:fbrt_stop_hold_go:initial:2,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-58afd2e4888c732e8bd98f6d,0,[],,7,1,legacy_regression_seed4179801_merge_blind06,1
Random,9,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-8627c15d46efac73a74f2edc,0,[],,8,1,legacy_regression_seed4179801_merge_blind06,1
Random,10,4179801:fbrt_stop_hold_go:probe:1,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-95c13ca9d0286a2467eedbd2,0,[],,9,1,legacy_regression_seed4179801_merge_blind06,1
Random,11,4179801:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-6a006a41c5f7226d7c511c5b,0,[],,10,1,legacy_regression_seed4179801_merge_blind06,1
Random,12,4179801:fbrt_stop_hold_go:initial:19,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-1a3f6fc0f0baf3984c02a26b,0,[],,11,1,legacy_regression_seed4179801_merge_blind06,1
Random,13,4179801:fbrt_cutout_static:probe:1,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-0f76df4973612a392862a6b0,0,[],,12,1,legacy_regression_seed4179801_merge_blind06,1
Random,14,4179801:fbrt_cutout_static:initial:24,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-65e71b35d8be1d5bf152c042,0,[],,13,1,legacy_regression_seed4179801_merge_blind06,1
Random,15,4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-d97dbda86d67ec7c4095ffcf,0,[],,14,1,legacy_regression_seed4179801_merge_blind06,1
Random,16,4179801:fbrt_stop_hold_go:core_extra:3,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-dec497612156149d3418a402,0,[],,15,1,legacy_regression_seed4179801_merge_blind06,1
Random,17,4179801:fbrt_cutin:initial:1,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-06b7574f0505e7105218d90f,0,[],,16,1,legacy_regression_seed4179801_merge_blind06,1
Random,18,4179801:fbrt_cutin:initial:19,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-c112f429842e434798765ea2,0,[],,17,1,legacy_regression_seed4179801_merge_blind06,1
Random,19,4179801:fbrt_stop_hold_go:initial:7,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-6bf48507c7d1e7af40d84b5c,0,[],,18,1,legacy_regression_seed4179801_merge_blind06,1
Random,20,4179801:fbrt_stop_hold_go:initial:0,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:1,regression,False,False,False,legacy-912d93a395c58ba53fd97d33,0,[],,19,1,legacy_regression_seed4179801_merge_blind06,1
Random,1,4179801:fbrt_stop_hold_go:initial:21,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-649a0cc3e1a98f5bc30a9a89,0,[],,0,1,legacy_regression_seed4179801_merge_blind06,2
Random,2,4179801:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-ea5b57366f5622add0d74b2c,0,[],,1,1,legacy_regression_seed4179801_merge_blind06,2
Random,3,4179801:fbrt_cutout_static:initial:26,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-d4c91dab1d85af0bcf8908b6,0,[],,2,1,legacy_regression_seed4179801_merge_blind06,2
Random,4,4179801:fbrt_cutin:initial:25,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-151b34a3cfcb8ea63a06b9e6,0,[],,3,1,legacy_regression_seed4179801_merge_blind06,2
Random,5,4179801:fbrt_lead_emergency_brake:wide_initial:26,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-11ceb5a7cfcbd09dc2ec53d6,0,[],,4,1,legacy_regression_seed4179801_merge_blind06,2
Random,6,4179801:fbrt_stop_hold_go:initial:23,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-cb9c16a65cbecbce7fd90109,0,[],,5,1,legacy_regression_seed4179801_merge_blind06,2
Random,7,4179801:fbrt_stop_hold_go:initial:9,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-f94f4fe11e04b36cac63c6d6,0,[],,6,1,legacy_regression_seed4179801_merge_blind06,2
Random,8,4179801:fbrt_cutin:initial:31,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-02dd1e091ca486f11b487eed,0,[],,7,1,legacy_regression_seed4179801_merge_blind06,2
Random,9,4179801:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-083f5d0071372da9142c3a70,0,[],,8,1,legacy_regression_seed4179801_merge_blind06,2
Random,10,4179801:fbrt_stop_hold_go:initial:30,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-8b4efe65b024e01e717b32e8,0,[],,9,1,legacy_regression_seed4179801_merge_blind06,2
Random,11,4179801:fbrt_stop_hold_go:probe:2,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-d8dc7daeb2eecfb3064ac981,0,[],,10,1,legacy_regression_seed4179801_merge_blind06,2
Random,12,4179801:fbrt_cutin:initial:26,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,True,False,True,legacy-ae535c64b202ffd1dc94e435,0,[],,11,1,legacy_regression_seed4179801_merge_blind06,2
Random,13,4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-d97dbda86d67ec7c4095ffcf,0,[],,12,1,legacy_regression_seed4179801_merge_blind06,2
Random,14,4179801:fbrt_stop_hold_go:initial:5,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-409a6cde7e7fa31e1bba1fca,0,[],,13,1,legacy_regression_seed4179801_merge_blind06,2
Random,15,4179801:fbrt_stop_hold_go:initial:31,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-eeeb50bc09224f375a53180f,0,[],,14,1,legacy_regression_seed4179801_merge_blind06,2
Random,16,4179801:fbrt_cutin:initial:8,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-716e2c93b181032d00a5773b,0,[],,15,1,legacy_regression_seed4179801_merge_blind06,2
Random,17,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-8627c15d46efac73a74f2edc,0,[],,16,1,legacy_regression_seed4179801_merge_blind06,2
Random,18,4179801:fbrt_stop_hold_go:initial:27,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-9ab8fce41386cbb1c8e5a22f,0,[],,17,1,legacy_regression_seed4179801_merge_blind06,2
Random,19,4179801:fbrt_cutin:initial:6,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-e67bb4c88038397afd893da4,0,[],,18,1,legacy_regression_seed4179801_merge_blind06,2
Random,20,4179801:fbrt_lead_emergency_brake:wide_initial:14,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:2,regression,False,False,False,legacy-072fb60ae048a00989997ace,0,[],,19,1,legacy_regression_seed4179801_merge_blind06,2
Random,1,4179801:fbrt_cutin:initial:13,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-bbb41f188fac65970b0ef185,0,[],,0,1,legacy_regression_seed4179801_merge_blind06,3
Random,2,4179801:fbrt_cutin:initial:20,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-ef7092a5a07fb4af5d4d171d,0,[],,1,1,legacy_regression_seed4179801_merge_blind06,3
Random,3,4179801:fbrt_stop_hold_go:initial:1,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-3e25e8223ce2da94b3d95256,0,[],,2,1,legacy_regression_seed4179801_merge_blind06,3
Random,4,4179801:fbrt_stop_hold_go:core_extra:0,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-8cccebb36433662b43b4c821,0,[],,3,1,legacy_regression_seed4179801_merge_blind06,3
Random,5,4179801:fbrt_cutin:initial:11,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-115b658010889d0275f08147,0,[],,4,1,legacy_regression_seed4179801_merge_blind06,3
Random,6,4179801:fbrt_stop_hold_go:initial:26,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-c151ee678859b9420d37faab,0,[],,5,1,legacy_regression_seed4179801_merge_blind06,3
Random,7,4179801:fbrt_cutout_static:initial:17,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,True,False,True,legacy-9bdbd46c3167902c9b55487b,0,[],,6,1,legacy_regression_seed4179801_merge_blind06,3
Random,8,4179801:fbrt_cutin:initial:26,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,True,False,True,legacy-ae535c64b202ffd1dc94e435,0,[],,7,1,legacy_regression_seed4179801_merge_blind06,3
Random,9,4179801:fbrt_stop_hold_go:initial:13,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-58ccd0065d30116ca862380d,0,[],,8,1,legacy_regression_seed4179801_merge_blind06,3
Random,10,4179801:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-e2ae4888bef1faa01868cd13,0,[],,9,1,legacy_regression_seed4179801_merge_blind06,3
Random,11,4179801:fbrt_stop_hold_go:initial:0,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-912d93a395c58ba53fd97d33,0,[],,10,1,legacy_regression_seed4179801_merge_blind06,3
Random,12,4179801:fbrt_stop_hold_go:initial:12,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-034a2c1f8ab4fa5b0b29992c,0,[],,11,1,legacy_regression_seed4179801_merge_blind06,3
Random,13,4179801:fbrt_cutout_static:initial:12,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-b6feef445e69d087eed4a3c8,0,[],,12,1,legacy_regression_seed4179801_merge_blind06,3
Random,14,4179801:fbrt_lead_emergency_brake:wide_initial:22,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-780a1bee8b91ee7ab39135d6,0,[],,13,1,legacy_regression_seed4179801_merge_blind06,3
Random,15,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-8627c15d46efac73a74f2edc,0,[],,14,1,legacy_regression_seed4179801_merge_blind06,3
Random,16,4179801:fbrt_stop_hold_go:initial:18,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-1d9ab1a0dab28596cfa1f94a,0,[],,15,1,legacy_regression_seed4179801_merge_blind06,3
Random,17,4179801:fbrt_cutout_static:initial:10,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-e332812cade2b9c531a183ba,0,[],,16,1,legacy_regression_seed4179801_merge_blind06,3
Random,18,4179801:fbrt_stop_hold_go:probe:3,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-072cf53e7f1893d460e1dd89,0,[],,17,1,legacy_regression_seed4179801_merge_blind06,3
Random,19,4179801:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-6a006a41c5f7226d7c511c5b,0,[],,18,1,legacy_regression_seed4179801_merge_blind06,3
Random,20,4179801:fbrt_cutin:initial:19,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:3,regression,False,False,False,legacy-c112f429842e434798765ea2,0,[],,19,1,legacy_regression_seed4179801_merge_blind06,3
Random,1,4179801:fbrt_stop_hold_go:initial:19,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-1a3f6fc0f0baf3984c02a26b,0,[],,0,1,legacy_regression_seed4179801_merge_blind06,4
Random,2,4179801:fbrt_stop_hold_go:initial:22,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-d97dbda86d67ec7c4095ffcf,0,[],,1,1,legacy_regression_seed4179801_merge_blind06,4
Random,3,4179801:fbrt_lead_emergency_brake:wide_initial:9,fbrt_lead_emergency_brake,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-e2ae4888bef1faa01868cd13,0,[],,2,1,legacy_regression_seed4179801_merge_blind06,4
Random,4,4179801:fbrt_cutin:initial:2,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-44026825e072f2f56bddb519,0,[],,3,1,legacy_regression_seed4179801_merge_blind06,4
Random,5,4179801:fbrt_cutin:probe:3,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,True,False,True,legacy-3f8e55023182b01009f920c7,0,[],,4,1,legacy_regression_seed4179801_merge_blind06,4
Random,6,4179801:fbrt_cutin:initial:12,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-76690971b6090a0eeb697f2c,0,[],,5,1,legacy_regression_seed4179801_merge_blind06,4
Random,7,4179801:fbrt_cutin:initial:6,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-e67bb4c88038397afd893da4,0,[],,6,1,legacy_regression_seed4179801_merge_blind06,4
Random,8,4179801:fbrt_cutin:initial:8,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-716e2c93b181032d00a5773b,0,[],,7,1,legacy_regression_seed4179801_merge_blind06,4
Random,9,4179801:fbrt_stop_hold_go:initial:9,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-f94f4fe11e04b36cac63c6d6,0,[],,8,1,legacy_regression_seed4179801_merge_blind06,4
Random,10,4179801:fbrt_cutin:initial:14,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-7a7cd2f2ace6e64871f2d365,0,[],,9,1,legacy_regression_seed4179801_merge_blind06,4
Random,11,4179801:fbrt_stop_hold_go:initial:28,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-6a006a41c5f7226d7c511c5b,0,[],,10,1,legacy_regression_seed4179801_merge_blind06,4
Random,12,4179801:fbrt_cutin:initial:18,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-d83b04e75537ed2c7a886197,0,[],,11,1,legacy_regression_seed4179801_merge_blind06,4
Random,13,4179801:fbrt_stop_hold_go:initial:8,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-601699247d3732f03a893d32,0,[],,12,1,legacy_regression_seed4179801_merge_blind06,4
Random,14,4179801:fbrt_cutin:initial:19,fbrt_cutin,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-c112f429842e434798765ea2,0,[],,13,1,legacy_regression_seed4179801_merge_blind06,4
Random,15,4179801:fbrt_cutout_static:initial:14,fbrt_cutout_static,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-3a7a11270a28ca538504de8f,0,[],,14,1,legacy_regression_seed4179801_merge_blind06,4
Random,16,4179801:fbrt_stop_hold_go:initial:10,fbrt_stop_hold_go,seeded_random_without_replacement,merge_blind06,legacy_regression_seed4179801_merge_blind06:Random:4,regression,False,False,False,legacy-083f5d0071372da9142c3a70,0,[],,15,1,legacy_regression_seed4179801_merge_blind06,4
