snapshot_id,scenario_id,source_profile,seed,action_history,source_state,source_criticality
sc_00121,passing_cutin_g18_dvm2,SM-Normal-IDM,20261518,"[1, 1, 1, 0, 0, 1, 0, 2, 0]","[5, 3, 0, 2, -1, 4]",1.8899694535337394e-05
sc_00122,passing_cutin_g18_dvm2,SM-Normal-IDM,20261519,"[2, 0, 0]","[5, 3, 0, 2, -1, 2]",4.4107648124377564e-08
sc_00123,passing_cutin_g18_dvm2,SM-Normal-IDM,20261519,"[2, 0, 0, 1]","[5, 3, 0, 2, -1, 2]",4.4107648124377564e-08
sc_00124,passing_cutin_g26_dvm8,SM-Normal-IDM,20261717,"[0, 1]","[4, 3, -1, 4, -2, 1]",1.231443769667608e-08
sc_00125,passing_cutin_g26_dvm8,SM-Normal-IDM,20261717,"[0, 1, 1]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00126,passing_cutin_g26_dvm8,SM-Normal-IDM,20261717,"[0, 1, 1, 0]","[4, 3, 0, 3, -2, 2]",3.890226745951475e-06
sc_00127,passing_cutin_g26_dvm8,SM-Normal-IDM,20261717,"[0, 1, 1, 0, 1]","[4, 3, 0, 3, -2, 2]",3.890226745951475e-06
sc_00128,passing_cutin_g26_dvm8,SM-Normal-IDM,20261718,"[1, 0, 0, 0]","[4, 3, 0, 3, -3, 2]",1.953256689183961e-07
sc_00129,passing_cutin_g26_dvm8,SM-Normal-IDM,20261718,"[1, 0, 0, 0, 1]","[4, 3, 0, 3, -3, 2]",1.953256689183961e-07
sc_00130,passing_cutin_g26_dvm8,SM-Normal-IDM,20261718,"[1, 0, 0, 0, 1, 0]","[4, 3, 0, 3, -3, 3]",2.9101984803038334e-06
sc_00131,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1]","[4, 3, -1, 4, -2, 1]",1.231443769667608e-08
sc_00132,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1, 1]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00133,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1, 1, 2]","[4, 3, -1, 3, -2, 2]",5.36587817182161e-07
sc_00134,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1, 1, 2, 2]","[4, 3, -1, 3, -2, 2]",5.36587817182161e-07
sc_00135,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1, 1, 2, 2, 2, 0, 2]","[4, 2, -1, 3, -2, 4]",5.830541161926866e-08
sc_00136,passing_cutin_g26_dvm8,SM-Normal-IDM,20261719,"[2, 1, 1, 2, 2, 2, 0, 2, 0]","[4, 2, 0, 2, -2, 4]",6.280550229375424e-05
sc_00137,passing_cutin_g34_dvm8,SM-Normal-IDM,20262117,"[0, 0, 2]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00138,passing_cutin_g34_dvm8,SM-Normal-IDM,20262117,"[0, 0, 2, 1]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00139,passing_cutin_g34_dvm8,SM-Normal-IDM,20262117,"[0, 0, 2, 1, 0, 1, 2]","[4, 3, -1, 4, -2, 3]",8.39767036315026e-08
sc_00140,passing_cutin_g34_dvm8,SM-Normal-IDM,20262117,"[0, 0, 2, 1, 0, 1, 2, 1]","[4, 3, -1, 3, -2, 4]",3.688549422663993e-07
sc_00141,passing_cutin_g34_dvm8,SM-Normal-IDM,20262117,"[0, 0, 2, 1, 0, 1, 2, 1, 1]","[4, 3, -1, 3, -2, 4]",3.688549422663993e-07
sc_00142,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00143,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2, 1]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00144,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2, 1, 2]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00145,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2, 1, 2, 1]","[4, 3, -1, 4, -2, 3]",8.39767036315026e-08
sc_00146,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2, 1, 2, 1, 0]","[4, 3, -1, 4, -2, 3]",8.39767036315026e-08
sc_00147,passing_cutin_g34_dvm8,SM-Normal-IDM,20262118,"[1, 0, 2, 1, 2, 1, 0, 0, 2]","[4, 2, -1, 3, -2, 4]",5.830541161926866e-08
sc_00148,passing_cutin_g34_dvm8,SM-Normal-IDM,20262119,"[2, 1, 0]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00149,passing_cutin_g34_dvm8,SM-Normal-IDM,20262119,"[2, 1, 0, 1]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00150,passing_cutin_g34_dvm8,SM-Normal-IDM,20262119,"[2, 1, 0, 1, 2]","[4, 3, -1, 4, -2, 2]",3.607520098490377e-08
sc_00151,passing_cutin_g34_dvm8,SM-Normal-IDM,20262119,"[2, 1, 0, 1, 2, 0, 2]","[4, 3, -1, 4, -2, 3]",8.39767036315026e-08
sc_00152,passing_cutin_g42_dvm8,SM-Normal-IDM,20262517,"[0, 0, 2]","[4, 3, -1, 6, -2, 2]",1.082643727967968e-08
sc_00153,passing_cutin_g42_dvm8,SM-Normal-IDM,20262517,"[0, 0, 2, 1]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00154,passing_cutin_g42_dvm8,SM-Normal-IDM,20262517,"[0, 0, 2, 1, 2]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00155,passing_cutin_g42_dvm8,SM-Normal-IDM,20262518,"[1, 1, 1]","[4, 3, -1, 6, -2, 2]",1.082643727967968e-08
sc_00156,passing_cutin_g42_dvm8,SM-Normal-IDM,20262518,"[1, 1, 1, 1]","[4, 3, -1, 5, -2, 2]",2.049394740899001e-08
sc_00157,passing_cutin_g42_dvm8,SM-Normal-IDM,20262519,"[2, 1, 0]","[4, 3, -1, 6, -2, 2]",1.082643727967968e-08
sc_00158,passing_cutin_g10_dvm8,SM-Limited-FVDM,20260917,"[0, 1, 1, 0]","[4, 3, 0, 1, -3, 2]",0.0017144686226666294
sc_00159,passing_cutin_g10_dvm8,SM-Limited-FVDM,20260919,"[2, 0, 0, 2, 2, 0]","[4, 3, 0, 1, -3, 3]",0.48053708394532874
sc_00160,passing_cutin_g18_dvm8,SM-Limited-FVDM,20261317,"[0, 0, 0, 0, 2, 0, 2]","[4, 3, 0, 1, -3, 3]",0.48053708394532874
sc_00161,passing_cutin_g18_dvm8,SM-Limited-FVDM,20261318,"[1, 2, 2, 0, 1, 1, 0, 2]","[4, 2, -1, 1, -2, 4]",0.01135003088086381
sc_00162,passing_cutin_g18_dvm8,SM-Limited-FVDM,20261319,"[2, 0, 0, 1, 2, 0, 1, 2, 2]","[4, 3, -1, 1, -2, 4]",0.15863507529857412
sc_00163,passing_cutin_g18_dvm5,SM-Limited-FVDM,20261419,"[2, 1, 2]","[5, 3, -1, 2, -1, 2]",1.2723662050841733e-06
sc_00164,passing_cutin_g18_dvm5,SM-Limited-FVDM,20261419,"[2, 1, 2, 2, 2, 0, 2]","[5, 2, -1, 2, -2, 3]",6.488524398855782e-07
sc_00165,passing_cutin_g18_dvm5,SM-Limited-FVDM,20261419,"[2, 1, 2, 2, 2, 0, 2, 2, 1, 0, 1]","[5, 2, -1, 1, -1, 5]",0.0884523629825396
sc_00166,passing_cutin_g18_dvm2,SM-Limited-FVDM,20261517,"[0, 0, 1, 2, 0, 0, 2, 0, 1]","[5, 3, 0, 2, -1, 4]",1.8899694535337394e-05
sc_00167,passing_cutin_g26_dvm8,SM-Limited-FVDM,20261718,"[1, 0, 0, 0, 1, 0, 2]","[4, 3, 0, 2, -3, 3]",0.004236868796617524
sc_00168,passing_cutin_g34_dvm8,SM-Limited-FVDM,20262119,"[2, 1, 0, 1, 2, 0, 2, 2]","[4, 2, -1, 3, -2, 4]",5.830541161926866e-08
